Entrez ID	Type
58516	best inferred
58510	best inferred
58517	best inferred
58525	best inferred
10505	best inferred
58526	best inferred
10507	best inferred
58529	best inferred
58528	best inferred
10501	best inferred
10500	best inferred
84818	best inferred
84823	best inferred
57205	best inferred
58533	landmark
57209	best inferred
84809	best inferred
84804	best inferred
57215	landmark
57211	best inferred
57212	best inferred
57213	best inferred
10590	best inferred
10592	best inferred
10591	best inferred
10594	best inferred
10598	best inferred
10570	best inferred
10579	best inferred
115123	best inferred
10572	best inferred
10574	best inferred
10573	best inferred
10576	best inferred
10575	best inferred
10578	best inferred
10577	best inferred
10581	best inferred
10580	best inferred
10585	best inferred
10587	best inferred
10589	landmark
10588	best inferred
10558	best inferred
10557	landmark
10559	landmark
10550	best inferred
10552	best inferred
10551	best inferred
10554	best inferred
10553	best inferred
10556	best inferred
10555	best inferred
10568	best inferred
10561	best inferred
10560	best inferred
10565	best inferred
10564	best inferred
10567	best inferred
10566	best inferred
57180	best inferred
57185	best inferred
57187	best inferred
57188	best inferred
83478	best inferred
83475	best inferred
166614	best inferred
57198	best inferred
57192	landmark
57194	best inferred
83468	best inferred
83461	best inferred
83464	best inferred
83463	best inferred
83460	best inferred
154661	best inferred
166647	best inferred
1809	best inferred
94134	best inferred
1800	best inferred
152006	best inferred
1808	best inferred
83483	best inferred
1806	best inferred
1805	best inferred
1804	best inferred
83480	best inferred
1803	best inferred
1802	landmark
83481	best inferred
1810	best inferred
1819	best inferred
1822	best inferred
1820	best inferred
1829	landmark
1828	best inferred
1827	best inferred
1826	best inferred
1825	best inferred
1824	best inferred
1823	best inferred
1832	best inferred
1831	landmark
1830	best inferred
1839	best inferred
1838	best inferred
1837	best inferred
1836	best inferred
1844	best inferred
1843	best inferred
1842	best inferred
1841	best inferred
1849	best inferred
1848	landmark
1847	best inferred
1846	landmark
1845	landmark
1855	best inferred
1854	best inferred
57107	best inferred
84726	best inferred
57101	best inferred
84720	best inferred
1850	best inferred
57102	best inferred
57103	best inferred
84722	landmark
57104	best inferred
1859	best inferred
57109	best inferred
1857	best inferred
1856	best inferred
57110	best inferred
57111	best inferred
84705	best inferred
57117	best inferred
57118	best inferred
1861	landmark
57115	best inferred
1869	best inferred
1880	best inferred
57122	best inferred
1877	best inferred
57127	best inferred
1876	best inferred
57128	best inferred
1875	best inferred
1874	best inferred
84747	best inferred
57124	best inferred
1871	best inferred
1870	landmark
1891	landmark
57130	best inferred
1890	best inferred
57132	best inferred
57134	best inferred
57136	best inferred
1889	best inferred
58473	best inferred
57142	best inferred
58472	landmark
57144	best inferred
57140	best inferred
57149	landmark
83439	best inferred
1896	best inferred
58477	best inferred
1894	best inferred
57146	best inferred
1893	best inferred
57147	landmark
1892	best inferred
57148	best inferred
58478	landmark
57154	best inferred
58486	best inferred
57150	best inferred
84759	best inferred
58488	best inferred
57157	best inferred
58487	best inferred
57158	best inferred
94104	best inferred
96764	best inferred
58495	best inferred
58494	best inferred
57165	best inferred
58497	landmark
57161	best inferred
57162	best inferred
83451	best inferred
83450	best inferred
83452	best inferred
57175	best inferred
57171	best inferred
57172	best inferred
83448	best inferred
57178	landmark
83444	best inferred
83443	best inferred
83440	best inferred
83442	best inferred
10657	best inferred
10656	best inferred
10659	best inferred
10658	best inferred
149603	best inferred
10651	best inferred
10650	best inferred
10653	best inferred
10652	landmark
10654	best inferred
10668	landmark
10667	best inferred
10669	best inferred
10664	best inferred
10663	best inferred
10666	best inferred
10635	best inferred
84900	best inferred
10634	best inferred
10636	best inferred
84901	best inferred
10631	best inferred
10630	best inferred
10633	best inferred
10632	best inferred
10645	best inferred
10647	best inferred
10640	best inferred
10641	landmark
10644	landmark
10643	best inferred
10609	best inferred
10613	best inferred
10612	best inferred
10615	best inferred
10617	landmark
10616	best inferred
10618	best inferred
643854	best inferred
10611	best inferred
10610	landmark
84908	best inferred
84909	best inferred
10623	best inferred
10625	best inferred
10628	best inferred
10627	best inferred
10629	best inferred
10620	best inferred
10622	best inferred
10621	best inferred
84939	best inferred
57326	best inferred
84942	best inferred
317662	best inferred
56000	best inferred
10602	best inferred
56005	best inferred
56006	best inferred
57337	best inferred
83604	best inferred
10603	best inferred
84934	best inferred
10606	landmark
57332	best inferred
10605	best inferred
57333	best inferred
10608	best inferred
10607	best inferred
10600	best inferred
112399	best inferred
10691	best inferred
10690	best inferred
10693	best inferred
10695	landmark
10694	best inferred
10699	best inferred
10678	best inferred
151987	best inferred
10671	best inferred
10670	landmark
10672	best inferred
10675	best inferred
10682	landmark
10681	landmark
10683	best inferred
10687	best inferred
1909	best inferred
94239	landmark
1908	best inferred
1906	landmark
1902	best inferred
1901	best inferred
1910	best inferred
1917	best inferred
1915	best inferred
1912	best inferred
1911	best inferred
256227	best inferred
1939	best inferred
1938	best inferred
1936	best inferred
1933	best inferred
1942	best inferred
1949	best inferred
1948	best inferred
1947	best inferred
1946	best inferred
1945	best inferred
1944	best inferred
1954	best inferred
1953	best inferred
1952	best inferred
1951	best inferred
1950	landmark
1959	best inferred
1958	landmark
1956	landmark
1955	best inferred
1965	best inferred
1964	best inferred
1962	best inferred
1961	best inferred
1960	best inferred
1969	best inferred
1968	best inferred
1967	best inferred
114908	best inferred
654434	best inferred
57226	best inferred
1975	best inferred
1974	best inferred
57228	best inferred
1973	best inferred
1979	best inferred
1978	landmark
1977	best inferred
1984	best inferred
1983	landmark
84830	best inferred
1982	best inferred
1981	landmark
283871	best inferred
84859	best inferred
1998	best inferred
1997	best inferred
1996	best inferred
84869	best inferred
1995	best inferred
1994	landmark
1993	best inferred
1992	best inferred
84864	best inferred
84861	best inferred
1999	best inferred
9014	best inferred
9015	best inferred
9013	best inferred
9019	landmark
9016	landmark
84851	best inferred
9025	best inferred
9026	best inferred
9023	best inferred
9024	best inferred
9028	best inferred
9021	best inferred
9022	best inferred
9037	best inferred
9034	best inferred
9039	best inferred
9032	best inferred
114932	best inferred
9031	best inferred
9047	best inferred
9045	best inferred
9046	best inferred
9049	best inferred
339044	best inferred
9040	best inferred
9043	best inferred
9044	best inferred
9056	best inferred
9057	best inferred
9050	best inferred
9051	best inferred
9054	best inferred
9055	best inferred
9052	best inferred
9053	landmark
84890	landmark
9061	best inferred
9060	best inferred
9063	best inferred
9064	best inferred
10778	best inferred
10777	best inferred
10772	best inferred
10771	best inferred
10773	best inferred
10776	landmark
10775	landmark
9079	best inferred
9073	best inferred
9070	best inferred
9071	best inferred
9076	best inferred
9077	best inferred
10788	best inferred
10781	best inferred
10780	best inferred
10782	landmark
10785	best inferred
10787	best inferred
9088	best inferred
57402	best inferred
10755	best inferred
57403	best inferred
10758	best inferred
57404	best inferred
57405	best inferred
10750	best inferred
10752	best inferred
57406	landmark
9094	best inferred
9095	best inferred
9092	best inferred
9093	landmark
9099	best inferred
9097	landmark
10767	best inferred
10766	best inferred
10769	best inferred
57415	best inferred
10768	best inferred
9091	best inferred
10763	best inferred
10762	best inferred
57418	best inferred
10765	landmark
57419	best inferred
339105	best inferred
10734	best inferred
10733	best inferred
10736	best inferred
83714	best inferred
10735	best inferred
10739	best inferred
10730	landmark
10732	landmark
124222	best inferred
114897	best inferred
10745	best inferred
83700	best inferred
10746	best inferred
10749	best inferred
10740	best inferred
10742	best inferred
114884	best inferred
114885	best inferred
10712	best inferred
57446	best inferred
57447	best inferred
10714	best inferred
10713	best inferred
10716	best inferred
56112	best inferred
114876	best inferred
83716	best inferred
414918	best inferred
10723	best inferred
10725	best inferred
10724	best inferred
10726	best inferred
56124	best inferred
114882	best inferred
10728	best inferred
56125	best inferred
114883	best inferred
10721	best inferred
22794	landmark
22795	best inferred
22796	landmark
22797	best inferred
22798	best inferred
219333	best inferred
10799	best inferred
10791	best inferred
10794	best inferred
10793	best inferred
10795	best inferred
10797	landmark
221692	best inferred
256364	landmark
93081	best inferred
199731	best inferred
9103	best inferred
9100	best inferred
9101	best inferred
9107	best inferred
9104	best inferred
57348	best inferred
83637	best inferred
57343	best inferred
9113	best inferred
9114	best inferred
9111	best inferred
9112	landmark
9118	best inferred
9110	best inferred
84951	best inferred
9124	landmark
9125	best inferred
9122	best inferred
9123	best inferred
9128	landmark
9129	best inferred
9126	landmark
9120	best inferred
9121	best inferred
83658	best inferred
56034	best inferred
84986	best inferred
9119	best inferred
84981	best inferred
9135	best inferred
9136	best inferred
9133	landmark
9134	landmark
9139	best inferred
9138	best inferred
9131	best inferred
83638	best inferred
9130	best inferred
84975	best inferred
9146	best inferred
9147	best inferred
9144	best inferred
9145	best inferred
9148	best inferred
9149	best inferred
9142	best inferred
9143	landmark
57380	best inferred
9140	best inferred
9141	best inferred
9158	best inferred
9156	best inferred
114818	best inferred
114819	best inferred
9159	best inferred
9150	best inferred
57396	best inferred
56061	best inferred
56062	best inferred
83660	best inferred
9168	best inferred
9169	best inferred
9166	best inferred
9167	best inferred
9162	best inferred
81034	best inferred
81035	best inferred
83696	best inferred
81030	best inferred
81031	best inferred
81033	best inferred
9179	best inferred
9172	best inferred
9170	landmark
9175	best inferred
9173	best inferred
81029	best inferred
22877	best inferred
22878	best inferred
9188	best inferred
22879	best inferred
9189	best inferred
9183	landmark
22870	best inferred
9180	best inferred
22871	best inferred
9181	landmark
22872	best inferred
22873	best inferred
9187	best inferred
22874	best inferred
9184	best inferred
22875	best inferred
9185	best inferred
22876	best inferred
10899	best inferred
10898	landmark
57502	best inferred
10891	best inferred
57509	best inferred
10893	best inferred
10892	landmark
10894	best inferred
57506	best inferred
10897	best inferred
22888	best inferred
22889	landmark
730101	best inferred
22880	best inferred
9194	best inferred
22881	best inferred
9191	best inferred
22882	best inferred
22883	landmark
9197	best inferred
22884	best inferred
22885	best inferred
9196	best inferred
22887	landmark
57513	best inferred
57515	best inferred
22856	best inferred
113878	best inferred
22858	best inferred
22859	best inferred
137886	best inferred
22850	best inferred
22852	best inferred
22853	best inferred
57523	best inferred
10871	best inferred
10873	best inferred
10875	best inferred
10874	best inferred
22866	best inferred
22868	best inferred
22869	best inferred
22861	best inferred
22862	best inferred
22863	best inferred
22864	best inferred
22865	best inferred
57535	best inferred
10882	best inferred
10884	best inferred
57538	best inferred
10885	best inferred
22834	best inferred
22835	best inferred
22836	best inferred
22837	best inferred
22838	best inferred
22839	best inferred
22832	best inferred
10855	best inferred
10857	landmark
10856	best inferred
10859	best inferred
10858	best inferred
100126791	best inferred
22844	best inferred
22845	best inferred
22846	best inferred
22848	best inferred
22849	best inferred
124583	landmark
22841	landmark
22843	best inferred
10866	best inferred
57556	best inferred
10865	best inferred
10868	best inferred
10867	best inferred
10869	best inferred
57553	best inferred
10863	best inferred
643641	best inferred
22818	best inferred
124565	best inferred
22808	best inferred
22809	landmark
22822	best inferred
22823	landmark
22824	best inferred
22826	best inferred
22827	landmark
22828	best inferred
22829	best inferred
57572	best inferred
56242	best inferred
22820	best inferred
22821	best inferred
10844	best inferred
10846	best inferred
10845	landmark
10848	best inferred
10847	best inferred
57576	best inferred
10840	best inferred
10842	best inferred
353189	best inferred
389136	best inferred
22899	best inferred
22891	best inferred
22893	best inferred
22894	best inferred
22895	best inferred
22897	best inferred
22898	best inferred
22890	best inferred
222658	best inferred
9201	best inferred
9202	best inferred
9200	best inferred
9205	best inferred
9203	best inferred
221395	best inferred
9212	landmark
9211	best inferred
9217	landmark
9214	best inferred
9215	best inferred
9209	best inferred
9208	best inferred
9221	landmark
10808	best inferred
57460	best inferred
10807	best inferred
56130	best inferred
56132	best inferred
57468	best inferred
10810	landmark
10813	landmark
10814	best inferred
10817	best inferred
57466	best inferred
9218	best inferred
9219	best inferred
22800	best inferred
9235	best inferred
9232	best inferred
22802	best inferred
9238	best inferred
9236	best inferred
22806	best inferred
22807	best inferred
10819	best inferred
10818	landmark
57472	best inferred
57473	best inferred
9230	best inferred
9231	best inferred
83737	best inferred
57470	best inferred
83744	best inferred
283638	best inferred
10826	best inferred
10825	best inferred
57476	best inferred
83743	landmark
10827	best inferred
9229	best inferred
9245	best inferred
9246	landmark
9244	best inferred
9249	best inferred
9240	best inferred
56155	best inferred
9256	best inferred
9254	best inferred
9255	best inferred
9258	best inferred
57493	best inferred
57496	best inferred
9252	best inferred
83759	best inferred
10802	best inferred
10801	best inferred
57498	best inferred
9267	landmark
9265	best inferred
9266	best inferred
9260	best inferred
9263	best inferred
9261	landmark
56171	best inferred
9262	best inferred
56172	best inferred
283683	best inferred
9278	best inferred
9276	landmark
9277	best inferred
9270	landmark
9274	best inferred
56180	best inferred
9275	landmark
9289	landmark
9282	best inferred
9283	best inferred
9284	best inferred
93129	best inferred
9296	best inferred
9295	best inferred
22998	best inferred
22999	best inferred
22990	best inferred
22992	best inferred
22993	best inferred
22994	best inferred
22995	best inferred
22996	best inferred
22997	best inferred
729230	best inferred
57634	best inferred
150726	best inferred
56300	best inferred
56301	best inferred
22976	best inferred
22977	best inferred
22978	best inferred
22979	best inferred
22974	best inferred
10998	best inferred
57644	best inferred
57645	best inferred
10990	best inferred
10992	best inferred
10994	best inferred
10993	best inferred
22980	best inferred
22981	best inferred
22982	best inferred
22983	best inferred
22984	best inferred
22985	best inferred
22986	best inferred
58986	best inferred
57658	best inferred
58985	best inferred
22954	best inferred
22955	best inferred
22950	best inferred
55003	best inferred
10975	best inferred
55002	best inferred
10978	best inferred
55001	best inferred
55000	best inferred
57669	best inferred
10979	best inferred
55006	best inferred
55005	best inferred
57664	best inferred
57665	best inferred
10970	best inferred
55009	best inferred
55008	landmark
10972	landmark
56339	best inferred
10971	best inferred
10974	best inferred
10973	landmark
112479	best inferred
55010	best inferred
83937	best inferred
10987	best inferred
55014	best inferred
55013	best inferred
10989	best inferred
55012	landmark
10988	best inferred
55011	landmark
55016	best inferred
83941	best inferred
55015	best inferred
10981	best inferred
10980	best inferred
10983	best inferred
10982	best inferred
10985	best inferred
22933	best inferred
22934	landmark
22936	best inferred
22937	best inferred
22938	best inferred
112464	best inferred
57680	best inferred
55020	best inferred
22930	best inferred
10954	landmark
10953	landmark
55024	best inferred
10956	best inferred
55023	best inferred
10955	best inferred
55022	best inferred
10957	best inferred
55028	best inferred
55027	best inferred
10959	best inferred
55026	best inferred
22929	best inferred
10950	best inferred
10952	best inferred
10951	best inferred
22943	best inferred
22944	best inferred
22948	best inferred
55032	best inferred
55031	best inferred
22941	best inferred
55030	best inferred
10964	best inferred
55035	best inferred
55034	best inferred
10966	best inferred
55033	landmark
10969	landmark
55039	best inferred
55038	landmark
55037	best inferred
57698	best inferred
113791	best inferred
10961	best inferred
10960	best inferred
10963	best inferred
10962	landmark
147179	landmark
474344	best inferred
135138	best inferred
57602	best inferred
57608	best inferred
57613	best inferred
57610	best inferred
221443	best inferred
257407	best inferred
220134	best inferred
221472	best inferred
9311	best inferred
9310	best inferred
9315	best inferred
9314	best inferred
9308	best inferred
9306	best inferred
9322	best inferred
9320	best inferred
9321	best inferred
9326	best inferred
9324	best inferred
9325	best inferred
9319	best inferred
9317	best inferred
9318	best inferred
9334	best inferred
9331	best inferred
9332	best inferred
9337	best inferred
9330	best inferred
9328	best inferred
9329	best inferred
8013	best inferred
9344	best inferred
22911	best inferred
9342	best inferred
22913	best inferred
9348	best inferred
22915	best inferred
22916	best inferred
10928	best inferred
56252	best inferred
56253	best inferred
9341	best inferred
56259	best inferred
10933	best inferred
10935	best inferred
56255	best inferred
57586	best inferred
10938	best inferred
56257	best inferred
22907	best inferred
22908	landmark
22909	best inferred
10930	best inferred
9355	best inferred
22921	best inferred
9353	best inferred
9354	best inferred
22924	best inferred
8028	best inferred
22925	best inferred
8029	best inferred
22926	landmark
22927	best inferred
8027	best inferred
9358	best inferred
22928	best inferred
10939	best inferred
9351	best inferred
8021	best inferred
9352	best inferred
22920	best inferred
56260	best inferred
57591	best inferred
10943	best inferred
10942	best inferred
10945	best inferred
10944	best inferred
10947	best inferred
57596	best inferred
10946	best inferred
10949	best inferred
56267	best inferred
10948	best inferred
57599	best inferred
22918	best inferred
22919	best inferred
8019	best inferred
10940	best inferred
8036	best inferred
9367	best inferred
9364	best inferred
8034	best inferred
9365	best inferred
9368	best inferred
8038	best inferred
9369	best inferred
10907	best inferred
10906	best inferred
10908	best inferred
8031	best inferred
9362	best inferred
93210	best inferred
9363	best inferred
9360	best inferred
56270	best inferred
8030	best inferred
9361	best inferred
56271	best inferred
10912	best inferred
10914	best inferred
10913	best inferred
10916	best inferred
10915	landmark
9377	best inferred
9378	best inferred
22900	best inferred
9375	landmark
8045	best inferred
22902	best inferred
22903	best inferred
22904	best inferred
9379	best inferred
22905	landmark
22906	best inferred
9370	best inferred
10919	best inferred
9373	best inferred
9374	best inferred
9371	best inferred
9372	best inferred
10921	landmark
10920	best inferred
10923	best inferred
10922	best inferred
10924	best inferred
56288	best inferred
10927	best inferred
10926	best inferred
9388	best inferred
9380	best inferred
8050	landmark
9399	best inferred
9397	best inferred
8061	landmark
9392	best inferred
8065	best inferred
9394	best inferred
10900	best inferred
10903	best inferred
10902	best inferred
10905	best inferred
10904	landmark
8079	best inferred
8078	best inferred
8076	best inferred
8073	best inferred
8089	best inferred
8082	best inferred
8086	best inferred
8087	best inferred
439921	best inferred
8099	best inferred
8091	landmark
57758	best inferred
115817	best inferred
55102	best inferred
55101	best inferred
55100	best inferred
55106	best inferred
57761	landmark
55105	best inferred
57763	best inferred
55103	best inferred
283345	best inferred
55109	best inferred
55108	best inferred
55107	best inferred
55113	best inferred
55112	best inferred
55111	landmark
55110	best inferred
55117	best inferred
55116	best inferred
55114	best inferred
55119	best inferred
55120	best inferred
114548	best inferred
57787	best inferred
55128	best inferred
55127	landmark
55125	best inferred
55129	landmark
55131	best inferred
55135	best inferred
57798	best inferred
57799	best inferred
55133	best inferred
55139	best inferred
57794	best inferred
57795	best inferred
55146	best inferred
56478	best inferred
55145	best inferred
55144	best inferred
55143	best inferred
56474	best inferred
55149	best inferred
56475	best inferred
55148	landmark
55147	best inferred
55153	best inferred
55152	best inferred
55151	best inferred
55157	best inferred
55156	best inferred
79101	best inferred
55159	best inferred
79109	best inferred
140883	best inferred
140885	best inferred
113251	best inferred
140890	best inferred
57707	best inferred
57706	best inferred
57711	best inferred
57715	best inferred
57716	best inferred
57720	best inferred
57728	best inferred
57731	best inferred
79090	landmark
79092	best inferred
79091	best inferred
79094	landmark
79096	best inferred
79095	best inferred
79098	best inferred
80086	best inferred
79080	landmark
79083	best inferred
79085	best inferred
79084	best inferred
79087	best inferred
79086	best inferred
79089	best inferred
79088	best inferred
80071	best inferred
9400	best inferred
9403	best inferred
9404	best inferred
9401	best inferred
9402	best inferred
9410	best inferred
9411	best inferred
9414	best inferred
9415	best inferred
9412	best inferred
9413	best inferred
163486	best inferred
9409	best inferred
80095	best inferred
9422	best inferred
9420	best inferred
9425	best inferred
9419	best inferred
9416	best inferred
8100	best inferred
9435	best inferred
9429	best inferred
9443	best inferred
9444	best inferred
8110	best inferred
9442	best inferred
9447	best inferred
9448	landmark
9445	best inferred
8115	best inferred
9446	best inferred
9440	best inferred
221154	best inferred
9439	best inferred
8123	best inferred
9454	best inferred
9455	landmark
9452	best inferred
9453	best inferred
9459	best inferred
8125	best inferred
9456	best inferred
9457	best inferred
9450	best inferred
8120	best inferred
9451	best inferred
9465	best inferred
9466	best inferred
9463	best inferred
9464	best inferred
9469	best inferred
8139	best inferred
9467	landmark
9468	best inferred
8131	best inferred
9462	best inferred
55041	best inferred
79012	best inferred
55040	best inferred
80003	best inferred
79016	best inferred
79015	best inferred
80000	best inferred
79018	best inferred
80007	best inferred
79017	best inferred
80006	best inferred
55049	best inferred
80005	best inferred
55048	best inferred
79019	best inferred
80004	best inferred
83990	best inferred
9477	best inferred
9474	best inferred
9475	best inferred
9478	best inferred
9479	best inferred
9472	best inferred
9473	best inferred
55052	best inferred
79001	best inferred
8140	best inferred
55051	best inferred
79000	best inferred
79003	best inferred
55057	best inferred
79005	best inferred
83989	best inferred
55055	best inferred
79004	best inferred
83988	best inferred
79007	best inferred
79006	landmark
79009	best inferred
9487	best inferred
9488	landmark
9486	best inferred
9489	best inferred
55061	best inferred
80019	best inferred
55065	best inferred
8153	best inferred
55063	best inferred
79034	best inferred
9482	best inferred
55062	best inferred
79033	best inferred
55069	best inferred
79036	best inferred
80025	best inferred
55068	best inferred
79035	best inferred
80024	best inferred
79038	best inferred
80023	best inferred
55066	best inferred
80022	best inferred
79039	best inferred
80028	best inferred
80021	best inferred
80020	best inferred
9498	best inferred
9499	best inferred
8165	best inferred
9497	best inferred
55072	best inferred
9491	landmark
55071	best inferred
55070	best inferred
55076	best inferred
9495	best inferred
8161	best inferred
55074	best inferred
79023	best inferred
9493	best inferred
79022	best inferred
80014	best inferred
55079	best inferred
80013	best inferred
80012	best inferred
79026	best inferred
80011	best inferred
79029	best inferred
80017	best inferred
80010	best inferred
8178	best inferred
8170	best inferred
79050	best inferred
55082	best inferred
401014	best inferred
55081	best inferred
55080	best inferred
8174	best inferred
8175	best inferred
55086	best inferred
79053	best inferred
79056	best inferred
55084	best inferred
79058	best inferred
80045	best inferred
55088	best inferred
8189	best inferred
8187	best inferred
55090	best inferred
93349	best inferred
55094	best inferred
55093	best inferred
55092	best inferred
79042	best inferred
55096	best inferred
55095	best inferred
79047	best inferred
80036	best inferred
80034	best inferred
79048	best inferred
80031	best inferred
79070	best inferred
8192	best inferred
79072	best inferred
8193	best inferred
79071	landmark
79074	best inferred
79073	landmark
79075	best inferred
79078	best inferred
8195	best inferred
79077	best inferred
80067	best inferred
80063	best inferred
79065	best inferred
79064	best inferred
79066	best inferred
79068	best inferred
80055	best inferred
80059	best inferred
55201	best inferred
55200	best inferred
55205	best inferred
55204	best inferred
57863	best inferred
55209	best inferred
55208	best inferred
55207	best inferred
55206	best inferred
115708	best inferred
115703	best inferred
55212	best inferred
55210	best inferred
55216	best inferred
55215	best inferred
55214	best inferred
55213	best inferred
55219	best inferred
55218	best inferred
55217	best inferred
56548	best inferred
55223	best inferred
55222	best inferred
55220	best inferred
55227	best inferred
55226	best inferred
55224	best inferred
55229	best inferred
55228	best inferred
55234	best inferred
55233	best inferred
55238	best inferred
55236	best inferred
55239	best inferred
283450	best inferred
55240	best inferred
55245	best inferred
81533	landmark
55244	best inferred
55243	best inferred
55249	best inferred
80205	best inferred
55248	best inferred
80204	landmark
55247	best inferred
55246	best inferred
55252	best inferred
55251	best inferred
55256	landmark
55255	best inferred
55254	best inferred
55253	best inferred
55259	best inferred
55258	best inferred
55257	best inferred
80219	best inferred
80218	best inferred
79230	best inferred
55262	best inferred
80223	best inferred
81555	best inferred
80222	best inferred
81556	best inferred
80221	best inferred
81558	best inferred
80227	best inferred
81551	best inferred
81552	best inferred
81553	best inferred
55268	best inferred
80224	best inferred
81554	best inferred
55270	best inferred
80209	best inferred
80208	best inferred
80207	best inferred
80206	best inferred
55274	best inferred
81537	best inferred
55273	best inferred
55272	best inferred
81539	best inferred
55278	best inferred
80212	landmark
81544	landmark
55277	best inferred
81545	best inferred
80210	best inferred
55275	best inferred
127703	best inferred
80216	best inferred
81542	best inferred
55279	best inferred
79228	best inferred
80213	best inferred
149111	best inferred
57804	landmark
57819	best inferred
57820	best inferred
57821	best inferred
57823	best inferred
140710	best inferred
57826	best inferred
57827	best inferred
57834	best inferred
113178	best inferred
113177	best inferred
113146	best inferred
56521	best inferred
9500	best inferred
9501	best inferred
9510	best inferred
9513	best inferred
9514	best inferred
9512	best inferred
92170	best inferred
80199	best inferred
80198	best inferred
80196	best inferred
9508	best inferred
80195	best inferred
9509	best inferred
80194	best inferred
9520	best inferred
9521	best inferred
9524	best inferred
9525	best inferred
9522	best inferred
126393	best inferred
9517	landmark
9518	best inferred
9515	best inferred
9516	best inferred
9519	landmark
9531	landmark
9532	best inferred
9530	best inferred
8204	landmark
9535	best inferred
9536	best inferred
8202	landmark
9533	landmark
9534	best inferred
125058	best inferred
9528	best inferred
9529	best inferred
9526	best inferred
9527	best inferred
9542	best inferred
9540	best inferred
9541	best inferred
9546	best inferred
8216	best inferred
9547	best inferred
9545	best inferred
8208	best inferred
8209	best inferred
9537	best inferred
9538	best inferred
9553	best inferred
9551	best inferred
9552	landmark
8226	best inferred
9557	best inferred
8227	best inferred
9555	best inferred
9556	best inferred
9550	best inferred
8218	best inferred
8233	best inferred
9562	best inferred
9563	best inferred
8237	best inferred
9568	best inferred
9569	best inferred
9567	best inferred
8228	best inferred
9559	best inferred
9575	best inferred
9576	best inferred
8242	best inferred
8243	landmark
9577	best inferred
9578	best inferred
8241	best inferred
9570	best inferred
8239	best inferred
9586	best inferred
9587	best inferred
9584	best inferred
9585	best inferred
9588	best inferred
92104	best inferred
93436	best inferred
9589	best inferred
55160	best inferred
55164	best inferred
9583	best inferred
55163	best inferred
9580	best inferred
9581	best inferred
55161	best inferred
79132	best inferred
55168	best inferred
79135	best inferred
80124	best inferred
55167	best inferred
79134	best inferred
55166	best inferred
79137	best inferred
55165	best inferred
79139	best inferred
80128	best inferred
80127	best inferred
8266	best inferred
9597	best inferred
9595	best inferred
8269	best inferred
55171	best inferred
9590	best inferred
80108	best inferred
8260	best inferred
55173	best inferred
729515	best inferred
9592	best inferred
55172	best inferred
55179	landmark
55178	best inferred
55177	best inferred
55176	best inferred
80110	best inferred
80117	best inferred
80114	best inferred
55182	best inferred
8270	landmark
55181	best inferred
55180	best inferred
8273	best inferred
55186	best inferred
79153	best inferred
728215	best inferred
79152	best inferred
55184	best inferred
79155	best inferred
55183	best inferred
79154	best inferred
80146	best inferred
79156	best inferred
80145	best inferred
55188	best inferred
79159	best inferred
55187	best inferred
79158	best inferred
80143	best inferred
80149	best inferred
80148	best inferred
80142	best inferred
8289	best inferred
55193	best inferred
55192	best inferred
55191	best inferred
79140	best inferred
55190	best inferred
80129	best inferred
55197	best inferred
55196	best inferred
79144	best inferred
55194	best inferred
79143	landmark
80135	best inferred
79145	best inferred
55199	best inferred
79148	best inferred
55198	best inferred
79147	best inferred
79149	best inferred
80131	best inferred
8291	best inferred
79171	best inferred
8292	best inferred
79170	landmark
79172	best inferred
8295	best inferred
79175	best inferred
79174	landmark
79177	best inferred
92140	best inferred
79176	best inferred
79178	best inferred
80167	best inferred
80169	best inferred
81493	best inferred
80164	best inferred
80162	best inferred
81490	best inferred
81491	best inferred
150094	best inferred
79161	best inferred
80157	best inferred
80155	best inferred
79169	best inferred
80153	best inferred
80152	best inferred
80150	best inferred
80185	best inferred
80184	best inferred
80183	best inferred
93487	landmark
79180	best inferred
79184	best inferred
79183	best inferred
92154	best inferred
79188	best inferred
79187	landmark
80179	best inferred
80178	best inferred
80177	best inferred
80176	best inferred
283537	best inferred
80174	best inferred
80173	best inferred
81609	best inferred
81603	best inferred
81605	best inferred
113419	best inferred
81606	best inferred
55322	best inferred
56654	landmark
55321	best inferred
81611	best inferred
55320	best inferred
29028	best inferred
55326	best inferred
56650	best inferred
55325	best inferred
55324	landmark
56652	best inferred
55323	best inferred
55329	best inferred
55327	best inferred
56660	best inferred
55333	best inferred
55332	best inferred
81602	best inferred
55337	best inferred
55335	best inferred
55339	best inferred
55340	best inferred
81627	best inferred
81628	best inferred
55344	best inferred
30001	landmark
55343	best inferred
55341	best inferred
56672	best inferred
80304	best inferred
55347	best inferred
80303	best inferred
30000	best inferred
55346	best inferred
56674	best inferred
54014	best inferred
56675	best inferred
80301	best inferred
81631	best inferred
30009	best inferred
30008	best inferred
66002	best inferred
81618	best inferred
81619	best inferred
56681	best inferred
66008	landmark
54020	best inferred
81614	best inferred
81617	best inferred
55355	best inferred
81621	best inferred
81622	best inferred
55353	best inferred
55359	best inferred
29015	best inferred
55357	best inferred
81620	best inferred
80319	best inferred
80317	best inferred
55361	best inferred
55366	best inferred
55365	best inferred
80321	best inferred
55364	best inferred
114791	best inferred
54039	best inferred
80324	best inferred
55367	best inferred
80323	best inferred
80308	best inferred
